111,,,DO NOT CHANGE(other than pasting in a new reference scenario.),,,,,,,,,,,,,,,,,,
BCOC-Red,,,,,,,,,,,,,,,,,,,,,
,,,This is used as the base emissions for Ref cases,,,,,,,,,,,,,,,,,,
2004,7.6719,1.2429,312.824,7.6394,18.1031,22.024,15.7751,11.6885,2.599,12.5073,113.9297,11.2136,4.269,25.096,6.1805,38.6684,214.4977,1062.8596,8162.3,36223.2,
2005,7.971,1.1955,315.9027,7.6841,18.0322,23.8057,15.9899,11.6059,2.6494,13.7591,120.9334,12.4483,4.8901,26.8885,6.3407,38.7948,215.4628,1061.5255,8251.2,36391.7,
2006,8.0985,1.1385,317.2396,7.721,15.0072,35.0399,13.9389,11.411,2.5813,14.4509,121.0746,12.7893,5.1614,31.23,6.4709,38.5859,214.0518,1057.0145,8224.5,35995.2,
2007,8.226,1.0815,318.5722,7.7579,14.4839,35.3822,13.8085,11.2139,2.5131,15.1335,129.6223,13.1314,5.4292,35.5714,6.6013,38.3772,212.6378,1052.4683,8197.7,35598,
2008,8.3531333,1.0245333,319.8964,7.7946667,13.9605,35.7246,13.6781,11.012133,2.4452667,15.798,133.99193,13.4753,5.6901667,39.912933,6.286,38.168667,211.21813,1047.8519,8170.8667,35199.467,
2009,8.4802667,0.96756667,321.2206,7.8314333,13.4371,36.0669,13.5477,10.810367,2.3774333,16.4625,138.36157,13.8192,5.9511333,44.254467,5.9707,37.960133,209.79847,1043.2354,8144.0333,34800.933,
2010,8.6074,0.9106,322.5448,7.8682,12.9138,36.4093,13.4174,10.6086,2.3096,17.127,142.7312,14.1631,6.2121,48.596,5.6554,37.7516,208.3788,1038.619,16234.4,34402.4,
2011,8.73381,0.85362,323.84112,7.90492,12.3904,36.7516,13.287,10.3919,2.24289,18.54246,147.40164,14.51343,5.65092,52.93749,5.34014,37.54386,206.94006,1033.7724,8090.02,33999.19,
2012,8.86022,0.79664,325.13744,7.94164,12.0178,36.3883,13.0939,10.1752,2.17618,19.95792,152.07208,14.86376,5.08974,57.27898,5.02488,37.33612,205.50132,1028.9259,8062.84,33595.98,
2013,8.98663,0.73966,326.43376,7.97836,11.6452,36.025,12.9008,9.9585,2.10947,21.37338,156.74252,15.21409,4.52856,61.62047,4.70962,37.12838,204.06258,1024.0793,8035.66,33192.77,
2014,9.11304,0.68268,327.73008,8.01508,11.2726,35.6616,12.7076,9.7418,2.04276,22.78884,161.41296,15.56442,3.96738,65.96196,4.39436,36.92064,202.62384,1019.2328,8008.48,32789.56,
2015,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,7981.3,32386.35,
2016,9.36586,0.56872,330.32272,8.08852,10.5274,34.935,12.3214,9.3084,1.90934,25.61976,170.75384,16.26508,2.84502,74.64494,3.76384,36.50516,199.74636,1009.5397,7954.12,31983.14,
2017,9.49227,0.51174,331.61904,8.12524,10.3126,34.7261,12.3954,9.0917,1.84263,27.03522,175.42428,16.61541,2.28384,78.98643,3.44858,36.29742,198.30762,1004.6932,7926.94,31579.93,
2018,9.61868,0.45476,332.91536,8.16196,10.0978,34.5172,12.4693,8.875,1.77592,28.45068,180.09472,16.96574,1.72266,83.32792,3.13332,36.08968,196.86888,999.8466,7899.76,31176.72,
2019,9.74509,0.39778,334.21168,8.19868,9.883,34.3083,12.5432,8.6583,1.70921,29.86614,184.76516,17.31607,1.16148,87.66941,2.81806,35.88194,195.43014,995.00005,7872.58,30773.51,
2020,9.8715,0.3408,335.508,8.2354,9.6682,34.0994,12.6171,8.4416,1.6425,31.2816,189.4356,17.6664,0.6003,92.0109,2.5028,35.6742,193.9914,990.1535,7845.4,30370.3,
2021,9.97968,0.32835,335.85701,8.26904,9.4534,33.8905,12.691,8.442,1.65926,31.32967,191.31961,17.94569,0.56612,92.38631,2.54361,35.58304,194.87285,990.11353,7794.87,30241.1,
2022,10.08786,0.3159,336.20602,8.30268,9.266,33.6192,12.724,8.4424,1.67602,31.37774,193.20362,18.22498,0.53194,92.76172,2.58442,35.49188,195.7543,990.07356,7744.34,30111.9,
2023,10.19604,0.30345,336.55503,8.33632,9.0786,33.348,12.757,8.4428,1.69278,31.42581,195.08763,18.50427,0.49776,93.13713,2.62523,35.40072,196.63575,990.03359,7693.81,29982.7,
2024,10.30422,0.291,336.90404,8.36996,8.8912,33.0767,12.79,8.4432,1.70954,31.47388,196.97164,18.78356,0.46358,93.51254,2.66604,35.30956,197.5172,989.99362,7643.28,29853.5,
2025,10.4124,0.27855,337.25305,8.4036,8.7039,32.8054,12.823,8.4436,1.7263,31.52195,198.85565,19.06285,0.4294,93.88795,2.70685,35.2184,198.39865,989.95365,7592.75,29724.3,
2026,10.52058,0.2661,337.60206,8.43724,8.5165,32.5341,12.856,8.444,1.74306,31.57002,200.73966,19.34214,0.39522,94.26336,2.74766,35.12724,199.2801,989.91368,7542.22,29595.1,
2027,10.62876,0.25365,337.95107,8.47088,8.3776,32.2807,12.8874,8.4444,1.75982,31.61809,202.62367,19.62143,0.36104,94.63877,2.78847,35.03608,200.16155,989.87371,7491.69,29465.9,
2028,10.73694,0.2412,338.30008,8.50452,8.2387,32.0274,12.9189,8.4448,1.77658,31.66616,204.50768,19.90072,0.32686,95.01418,2.82928,34.94492,201.043,989.83374,7441.16,29336.7,
2029,10.84512,0.22875,338.64909,8.53816,8.0998,31.774,12.9504,8.4452,1.79334,31.71423,206.39169,20.18001,0.29268,95.38959,2.87009,34.85376,201.92445,989.79377,7390.63,29207.5,
2030,10.9533,0.2163,338.9981,8.5718,7.9609,31.5206,12.9818,8.4456,1.8101,31.7623,208.2757,20.4593,0.2585,95.765,2.9109,34.7626,202.8059,989.7538,7340.1,29078.3,
2031,10.99177,0.21454,338.85573,8.58349,7.8221,31.2672,13.0133,8.46737,1.8237,31.72409,210.39103,20.74256,0.25838,95.88014,2.95352,34.54297,202.69076,985.80309,7284.6,28959.54,
2032,11.03024,0.21278,338.71336,8.59518,7.6935,31.0282,13.0574,8.48914,1.8373,31.68588,212.50636,21.02582,0.25826,95.99528,2.99614,34.32334,202.57562,981.85238,7229.1,28840.78,
2033,11.06871,0.21102,338.57099,8.60687,7.565,30.7893,13.1016,8.51091,1.8509,31.64767,214.62169,21.30908,0.25814,96.11042,3.03876,34.10371,202.46048,977.90167,7173.6,28722.02,
2034,11.10718,0.20926,338.42862,8.61856,7.4365,30.5503,13.1458,8.53268,1.8645,31.60946,216.73702,21.59234,0.25802,96.22556,3.08138,33.88408,202.34534,973.95096,7118.1,28603.26,
2035,11.14565,0.2075,338.28625,8.63025,7.3079,30.3113,13.1899,8.55445,1.8781,31.57125,218.85235,21.8756,0.2579,96.3407,3.124,33.66445,202.2302,970.00025,7062.6,28484.5,
2036,11.18412,0.20574,338.14388,8.64194,7.1794,30.0724,13.2341,8.57622,1.8917,31.53304,220.96768,22.15886,0.25778,96.45584,3.16662,33.44482,202.11506,966.04954,7007.1,28365.74,
2037,11.22259,0.20398,338.00151,8.65363,7.0794,29.7982,13.2967,8.59799,1.9053,31.49483,223.08301,22.44212,0.25766,96.57098,3.20924,33.22519,201.99992,962.09883,6951.6,28246.98,
2038,11.26106,0.20222,337.85914,8.66532,6.9794,29.5241,13.3593,8.61976,1.9189,31.45662,225.19834,22.72538,0.25754,96.68612,3.25186,33.00556,201.88478,958.14812,6896.1,28128.22,
2039,11.29953,0.20046,337.71677,8.67701,6.8793,29.25,13.4219,8.64153,1.9325,31.41841,227.31367,23.00864,0.25742,96.80126,3.29448,32.78593,201.76964,954.19741,6840.6,28009.46,
2040,11.338,0.1987,337.5744,8.6887,6.7793,28.9758,13.4846,8.6633,1.9461,31.3802,229.429,23.2919,0.2573,96.9164,3.3371,32.5663,201.6545,950.2467,6785.1,27890.7,
2041,11.30733,0.20369,336.95066,8.67866,6.6793,28.7017,13.5472,8.71054,1.95661,31.31317,231.78318,23.57453,0.24048,96.77125,3.38154,32.21797,200.55337,942.49931,6724.54,27782.33,
2042,11.27666,0.20868,336.32692,8.66862,6.5909,28.4172,13.6253,8.75778,1.96712,31.24614,234.13736,23.85716,0.22366,96.6261,3.42598,31.86964,199.45224,934.75192,6663.98,27673.96,
2043,11.24599,0.21367,335.70318,8.65858,6.5025,28.1326,13.7034,8.80502,1.97763,31.17911,236.49154,24.13979,0.20684,96.48095,3.47042,31.52131,198.35111,927.00453,6603.42,27565.59,
2044,11.21532,0.21866,335.07944,8.64854,6.4141,27.8481,13.7815,8.85226,1.98814,31.11208,238.84572,24.42242,0.19002,96.3358,3.51486,31.17298,197.24998,919.25714,6542.86,27457.22,
2045,11.18465,0.22365,334.4557,8.6385,6.3256,27.5635,13.8596,8.8995,1.99865,31.04505,241.1999,24.70505,0.1732,96.19065,3.5593,30.82465,196.14885,911.50975,6482.3,27348.85,
2046,11.15398,0.22864,333.83196,8.62846,6.2372,27.279,13.9377,8.94674,2.00916,30.97802,243.55408,24.98768,0.15638,96.0455,3.60374,30.47632,195.04772,903.76236,6421.74,27240.48,
2047,11.12331,0.23363,333.20822,8.61842,6.1786,27.0667,14.0473,8.99398,2.01967,30.91099,245.90826,25.27031,0.13956,95.90035,3.64818,30.12799,193.94659,896.01497,6361.18,27132.11,
2048,11.09264,0.23862,332.58448,8.60838,6.1199,26.8544,14.157,9.04122,2.03018,30.84396,248.26244,25.55294,0.12274,95.7552,3.69262,29.77966,192.84546,888.26758,6300.62,27023.74,
2049,11.06197,0.24361,331.96074,8.59834,6.0612,26.6421,14.2667,9.08846,2.04069,30.77693,250.61662,25.83557,0.10592,95.61005,3.73706,29.43133,191.74433,880.52019,6240.06,26915.37,
2050,11.0313,0.2486,331.337,8.5883,6.0026,26.4298,14.3764,9.1357,2.0512,30.7099,252.9708,26.1182,0.0891,95.4649,3.7815,29.083,190.6432,872.7728,6179.5,26807,
2051,10.86829,0.24215,329.96427,8.58011,5.9439,26.2176,14.4861,9.11255,2.04957,30.26107,252.01802,26.06031,0.08327,94.54597,3.83266,28.72999,189.56776,863.3512,6114.69,26615.15,
2052,10.70528,0.2357,328.59154,8.57192,5.8978,26.0294,14.6444,9.0894,2.04794,29.81224,251.06524,26.00242,0.07744,93.62704,3.88382,28.37698,188.49232,853.9296,6049.88,26423.3,
2053,10.54227,0.22925,327.21881,8.56373,5.8518,25.8412,14.8027,9.06625,2.04631,29.36341,250.11246,25.94453,0.07161,92.70811,3.93498,28.02397,187.41688,844.508,5985.07,26231.45,
2054,10.37926,0.2228,325.84608,8.55554,5.8057,25.6531,14.961,9.0431,2.04468,28.91458,249.15968,25.88664,0.06578,91.78918,3.98614,27.67096,186.34144,835.0864,5920.26,26039.6,
2055,10.21625,0.21635,324.47335,8.54735,5.7597,25.4649,15.1193,9.01995,2.04305,28.46575,248.2069,25.82875,0.05995,90.87025,4.0373,27.31795,185.266,825.6648,5855.45,25847.75,
2056,10.05324,0.2099,323.10062,8.53916,5.7136,25.2767,15.2777,8.9968,2.04142,28.01692,247.25412,25.77086,0.05412,89.95132,4.08846,26.96494,184.19056,816.2432,5790.64,25655.9,
2057,9.89023,0.20345,321.72789,8.53097,5.6702,25.0798,15.4117,8.97365,2.03979,27.56809,246.30134,25.71297,0.04829,89.03239,4.13962,26.61193,183.11512,806.8216,5725.83,25464.05,
2058,9.72722,0.197,320.35516,8.52278,5.6269,24.883,15.5457,8.9505,2.03816,27.11926,245.34856,25.65508,0.04246,88.11346,4.19078,26.25892,182.03968,797.4,5661.02,25272.2,
2059,9.56421,0.19055,318.98243,8.51459,5.5835,24.6861,15.6797,8.92735,2.03653,26.67043,244.39578,25.59719,0.03663,87.19453,4.24194,25.90591,180.96424,787.9784,5596.21,25080.35,
2060,9.4012,0.1841,317.6097,8.5064,5.5401,24.4892,15.8138,8.9042,2.0349,26.2216,243.443,25.5393,0.0308,86.2756,4.2931,25.5529,179.8888,778.5568,5531.4,24888.5,
2061,9.1729,0.17607,315.92522,8.49168,5.4967,24.2923,15.9478,8.91416,2.0301,25.99838,244.90395,25.78992,0.02989,85.73583,4.35328,25.2186,178.54508,768.06528,5463.37,24674.92,
2062,8.9446,0.16804,314.24074,8.47696,5.4523,24.0955,16.0964,8.92412,2.0253,25.77516,246.3649,26.04054,0.02898,85.19606,4.41346,24.8843,177.20136,757.57376,5395.34,24461.34,
2063,8.7163,0.16001,312.55626,8.46224,5.4079,23.8987,16.2451,8.93408,2.0205,25.55194,247.82585,26.29116,0.02807,84.65629,4.47364,24.55,175.85764,747.08224,5327.31,24247.76,
2064,8.488,0.15198,310.87178,8.44752,5.3634,23.7019,16.3937,8.94404,2.0157,25.32872,249.2868,26.54178,0.02716,84.11652,4.53382,24.2157,174.51392,736.59072,5259.28,24034.18,
2065,8.2597,0.14395,309.1873,8.4328,5.319,23.5051,16.5424,8.954,2.0109,25.1055,250.74775,26.7924,0.02625,83.57675,4.594,23.8814,173.1702,726.0992,5191.25,23820.6,
2066,8.0314,0.13592,307.50282,8.41808,5.2746,23.3083,16.691,8.96396,2.0061,24.88228,252.2087,27.04302,0.02534,83.03698,4.65418,23.5471,171.82648,715.60768,5123.22,23607.02,
2067,7.8031,0.12789,305.81834,8.40336,5.1978,22.9832,16.8044,8.97392,2.0013,24.65906,253.66965,27.29364,0.02443,82.49721,4.71436,23.2128,170.48276,705.11616,5055.19,23393.44,
2068,7.5748,0.11986,304.13386,8.38864,5.1211,22.6581,16.9178,8.98388,1.9965,24.43584,255.1306,27.54426,0.02352,81.95744,4.77454,22.8785,169.13904,694.62464,4987.16,23179.86,
2069,7.3465,0.11183,302.44938,8.37392,5.0444,22.333,17.0312,8.99384,1.9917,24.21262,256.59155,27.79488,0.02261,81.41767,4.83472,22.5442,167.79532,684.13312,4919.13,22966.28,
2070,7.1182,0.1038,300.7649,8.3592,4.9677,22.0079,17.1446,9.0038,1.9869,23.9894,258.0525,28.0455,0.0217,80.8779,4.8949,22.2099,166.4516,673.6416,4851.1,22752.7,
2071,6.82459,0.0942,298.76876,8.33796,4.8909,21.6828,17.258,9.04993,1.97901,23.94406,262.30888,28.61994,0.02131,80.71735,4.96411,21.89432,164.83958,662.0793,4779.84,22517.4,
2072,6.53098,0.0846,296.77262,8.31672,4.8577,21.5283,17.3898,9.09606,1.97112,23.89872,266.56526,29.19438,0.02092,80.5568,5.03332,21.57874,163.22756,650.517,4708.58,22282.1,
2073,6.23737,0.075,294.77648,8.29548,4.8245,21.3738,17.5216,9.14219,1.96323,23.85338,270.82164,29.76882,0.02053,80.39625,5.10253,21.26316,161.61554,638.9547,4637.32,22046.8,
2074,5.94376,0.0654,292.78034,8.27424,4.7913,21.2192,17.6534,9.18832,1.95534,23.80804,275.07802,30.34326,0.02014,80.2357,5.17174,20.94758,160.00352,627.3924,4566.06,21811.5,
2075,5.65015,0.0558,290.7842,8.253,4.758,21.0647,17.7852,9.23445,1.94745,23.7627,279.3344,30.9177,0.01975,80.07515,5.24095,20.632,158.3915,615.8301,4494.8,21576.2,
2076,5.35654,0.0462,288.78806,8.23176,4.7248,20.9102,17.917,9.28058,1.93956,23.71736,283.59078,31.49214,0.01936,79.9146,5.31016,20.31642,156.77948,604.2678,4423.54,21340.9,
2077,5.06293,0.0366,286.79192,8.21052,4.6984,20.7114,18.0425,9.32671,1.93167,23.67202,287.84716,32.06658,0.01897,79.75405,5.37937,20.00084,155.16746,592.7055,4352.28,21105.6,
2078,4.76932,0.027,284.79578,8.18928,4.6721,20.5126,18.168,9.37284,1.92378,23.62668,292.10354,32.64102,0.01858,79.5935,5.44858,19.68526,153.55544,581.1432,4281.02,20870.3,
2079,4.47571,0.0174,282.79964,8.16804,4.6457,20.3139,18.2935,9.41897,1.91589,23.58134,296.35992,33.21546,0.01819,79.43295,5.51779,19.36968,151.94342,569.5809,4209.76,20635,
2080,4.1821,0.0078,280.8035,8.1468,4.6193,20.1151,18.419,9.4651,1.908,23.536,300.6163,33.7899,0.0178,79.2724,5.587,19.0541,150.3314,558.0186,4138.5,20399.7,
2081,4.18314,0.00973,280.06659,8.14506,4.593,19.9164,18.5445,9.57675,1.91453,23.53444,305.85507,34.4037,0.01759,79.4532,5.62936,19.0042,149.81652,553.9826,4124.67,20349.75,
2082,4.18418,0.01166,279.32968,8.14332,4.5731,19.7634,18.6606,9.6884,1.92106,23.53288,311.09384,35.0175,0.01738,79.634,5.67172,18.9543,149.30164,549.9466,4110.84,20299.8,
2083,4.18522,0.01359,278.59277,8.14158,4.5532,19.6105,18.7768,9.80005,1.92759,23.53132,316.33261,35.6313,0.01717,79.8148,5.71408,18.9044,148.78676,545.9106,4097.01,20249.85,
2084,4.18626,0.01552,277.85586,8.13984,4.5333,19.4575,18.893,9.9117,1.93412,23.52976,321.57138,36.2451,0.01696,79.9956,5.75644,18.8545,148.27188,541.8746,4083.18,20199.9,
2085,4.1873,0.01745,277.11895,8.1381,4.5135,19.3046,19.0092,10.02335,1.94065,23.5282,326.81015,36.8589,0.01675,80.1764,5.7988,18.8046,147.757,537.8386,4069.35,20149.95,
2086,4.18834,0.01938,276.38204,8.13636,4.4936,19.1516,19.1254,10.135,1.94718,23.52664,332.04892,37.4727,0.01654,80.3572,5.84116,18.7547,147.24212,533.8026,4055.52,20100,
2087,4.18938,0.02131,275.64513,8.13462,4.4817,19.0184,19.2161,10.24665,1.95371,23.52508,337.28769,38.0865,0.01633,80.538,5.88352,18.7048,146.72724,529.7666,4041.69,20050.05,
2088,4.19042,0.02324,274.90822,8.13288,4.4698,18.8852,19.3068,10.3583,1.96024,23.52352,342.52646,38.7003,0.01612,80.7188,5.92588,18.6549,146.21236,525.7306,4027.86,20000.1,
2089,4.19146,0.02517,274.17131,8.13114,4.4579,18.752,19.3975,10.46995,1.96677,23.52196,347.76523,39.3141,0.01591,80.8996,5.96824,18.605,145.69748,521.6946,4014.03,19950.15,
2090,4.1925,0.0271,273.4344,8.1294,4.4461,18.6187,19.4882,10.5816,1.9733,23.5204,353.004,39.9279,0.0157,81.0804,6.0106,18.5551,145.1826,517.6586,4000.2,19900.2,
2091,4.19355,0.02902,272.69682,8.12762,4.4342,18.4855,19.5788,10.66307,1.98218,23.469,358.61111,40.56215,0.01555,81.2612,6.05297,18.50518,144.66772,513.6227,3986.39,19850.23,
2092,4.1946,0.03094,271.95924,8.12584,4.4235,18.4004,19.6758,10.74454,1.99106,23.4176,364.21822,41.1964,0.0154,81.442,6.09534,18.45526,144.15284,509.5868,3972.58,19800.26,
2093,4.19565,0.03286,271.22166,8.12406,4.4129,18.3152,19.7728,10.82601,1.99994,23.3662,369.82533,41.83065,0.01525,81.6228,6.13771,18.40534,143.63796,505.5509,3958.77,19750.29,
2094,4.1967,0.03478,270.48408,8.12228,4.4023,18.23,19.8698,10.90748,2.00882,23.3148,375.43244,42.4649,0.0151,81.8036,6.18008,18.35542,143.12308,501.515,3944.96,19700.32,
2095,4.19775,0.0367,269.7465,8.1205,4.3916,18.1449,19.9667,10.98895,2.0177,23.2634,381.03955,43.09915,0.01495,81.9844,6.22245,18.3055,142.6082,497.4791,3931.15,19650.35,
2096,4.1988,0.03862,269.00892,8.11872,4.381,18.0597,20.0637,11.07042,2.02658,23.212,386.64666,43.7334,0.0148,82.1652,6.26482,18.25558,142.09332,493.4432,3917.34,19600.38,
2097,4.19985,0.04054,268.27134,8.11694,4.381,18.0597,20.0637,11.15189,2.03546,23.1606,392.25377,44.36765,0.01465,82.346,6.30719,18.20566,141.57844,489.4073,3903.53,19550.41,
2098,4.2009,0.04246,267.53376,8.11516,4.381,18.0597,20.0637,11.23336,2.04434,23.1092,397.86088,45.0019,0.0145,82.5268,6.34956,18.15574,141.06356,485.3714,3889.72,19500.44,
2099,4.20195,0.04438,266.79618,8.11338,4.381,18.0597,20.0637,11.31483,2.05322,23.0578,403.46799,45.63615,0.01435,82.7076,6.39193,18.10582,140.54868,481.3355,3875.91,19450.47,
2100,4.203,0.0463,266.0586,8.1116,4.381,18.0597,20.0637,11.3963,2.0621,23.0064,409.0751,46.2704,0.0142,82.8884,6.4343,18.0559,140.0338,477.2996,3862.1,19400.5,
